Date,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BHARTIARTL,BPCL,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFC,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,HINDPETRO,ICICIBANK,IBULHSGFIN,INDUSINDBK,INFY,IOC,ITC,KOTAKBANK,LT,LUPIN,M&M,MARUTI,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SUNPHARMA,TCS,TATAMOTORS,TATASTEEL,TECHM,TITAN,ULTRACEMCO,UPL,VEDL,WIPRO,YESBANK,ZEEL
2014-12-31,319.05,752.3,502.4,2432.45,3483.95,1307.65,352.7,646.0,626.4,383.85,3246.2,15075.0,444.8,3385.05,1596.9,1135.9,951.6,3106.65,157.55,760.1,547.45,353.1,459.85,802.45,1972.55,332.25,368.7,1263.9,1494.65,1427.95,1234.45,3329.8,144.0,341.35,138.0,891.15,311.85,826.55,2558.25,495.55,399.4,2593.55,381.65,2676.05,346.55,214.5,555.2,772.05,380.75
2015-01-01,319.55,749.15,503.05,2452.15,3499.7,1286.6,362.9,654.2,628.4,380.05,3210.5,15262.35,442.6,3402.5,1606.8,1124.0,952.05,3105.4,158.45,758.45,550.55,352.3,454.15,812.0,1974.4,336.45,367.15,1258.6,1502.95,1429.2,1237.05,3340.75,142.45,344.05,137.1,887.9,314.0,822.2,2545.55,498.45,404.45,2594.55,379.8,2662.5,341.6,219.25,552.4,772.55,377.7
2015-01-02,319.35,775.05,514.3,2451.75,3443.75,1275.65,365.05,644.4,630.15,381.75,3221.4,15081.95,444.6,3495.7,1605.25,1171.9,965.3,3098.1,160.1,755.95,546.25,362.3,480.35,815.9,2013.2,334.6,368.3,1271.55,1534.65,1432.3,1224.65,3359.6,144.4,349.2,138.75,885.55,315.25,826.25,2579.45,511.8,410.75,2607.25,382.8,2742.1,352.25,222.3,557.3,792.2,380.95
2015-01-05,323.8,775.0,517.55,2460.7,3434.75,1258.7,356.95,645.65,633.0,380.25,3148.4,15150.55,446.0,3508.85,1578.25,1156.4,957.15,3119.4,156.85,760.3,561.7,363.05,483.4,819.1,1995.9,338.2,369.75,1266.45,1556.0,1430.3,1218.45,3447.8,144.0,353.15,138.9,875.85,312.75,826.75,2540.25,523.8,416.7,2563.75,385.9,2747.7,345.7,219.8,558.3,793.9,380.0
2015-01-06,321.85,756.5,499.05,2441.5,3425.85,1229.6,354.15,639.15,614.35,379.95,3065.55,14755.9,431.9,3375.05,1536.1,1101.95,942.25,3014.4,153.4,774.7,556.15,347.65,473.6,798.4,1954.2,334.45,360.25,1251.35,1504.1,1395.85,1211.65,3395.25,139.2,333.15,135.8,836.1,299.9,808.55,2446.6,501.4,396.5,2536.25,372.7,2670.6,328.95,209.05,545.25,771.65,367.9
2015-01-07,321.1,771.7,498.65,2447.2,3495.6,1228.55,355.0,644.95,611.95,374.7,3039.2,14959.9,420.9,3417.5,1499.6,1099.25,945.0,2974.05,148.9,801.9,568.6,338.25,497.5,791.95,1963.55,335.05,353.55,1271.5,1500.5,1377.6,1224.15,3437.75,142.55,338.05,137.75,854.3,300.15,809.8,2417.7,493.85,388.9,2524.4,374.6,2660.05,323.05,209.0,541.1,757.35,364.85
2015-01-08,334.55,820.35,501.95,2450.4,3489.65,1289.8,361.15,677.6,618.2,379.45,3066.3,14873.7,430.75,3424.95,1534.3,1123.35,964.85,2984.0,152.55,817.05,598.05,347.45,504.65,798.7,1973.45,343.5,362.4,1340.65,1510.05,1407.95,1237.6,3475.5,144.95,341.8,138.35,842.05,304.85,818.8,2443.8,512.0,394.95,2566.65,372.9,2727.45,332.8,210.5,545.0,769.15,364.5
2015-01-09,331.15,812.5,494.95,2375.85,3450.05,1279.2,355.8,679.35,632.35,375.05,3163.8,14738.7,435.3,3404.55,1545.55,1113.3,975.65,2992.25,155.0,864.6,589.1,341.85,495.5,802.0,2074.45,341.7,356.9,1360.95,1500.25,1420.7,1238.2,3468.2,140.25,351.0,138.45,860.3,303.2,830.05,2512.3,522.3,399.65,2680.35,372.9,2729.35,332.35,207.8,553.5,763.85,360.8
2015-01-12,328.45,807.75,501.55,2334.0,3438.2,1267.7,348.95,676.4,630.75,357.85,3207.25,14857.65,430.25,3435.55,1575.55,1128.55,967.05,2937.15,151.1,896.6,585.0,346.55,497.6,829.45,2115.95,339.5,357.85,1371.0,1534.2,1431.0,1233.0,3462.9,140.0,347.7,136.5,850.3,307.1,835.3,2509.7,522.3,396.75,2754.0,376.8,2700.3,330.6,206.25,556.05,777.85,360.9
2015-01-13,323.0,833.85,504.5,2324.1,3483.0,1286.45,346.3,669.55,636.4,361.2,3223.35,14799.15,428.15,3546.35,1583.6,1122.2,963.35,2893.2,151.7,884.55,588.1,340.9,492.2,825.5,2088.9,340.15,360.1,1392.95,1519.5,1433.05,1248.8,3468.25,138.95,339.95,135.85,843.15,305.1,833.1,2497.9,519.45,391.5,2761.1,372.2,2818.5,344.75,204.6,563.5,781.75,361.75
2015-01-14,331.25,842.65,499.6,2363.45,3773.95,1254.2,345.8,651.7,631.4,363.2,3208.25,14833.55,426.5,3566.8,1578.8,1120.3,963.9,2903.05,142.15,924.05,573.2,336.9,499.45,816.65,2128.65,335.7,347.8,1391.2,1518.0,1423.35,1236.95,3516.0,137.75,344.05,136.05,834.95,304.7,820.65,2521.95,520.35,376.85,2791.55,371.6,2908.85,358.2,188.1,551.95,786.7,359.95
2015-01-15,330.6,839.35,514.05,2417.95,3860.2,1289.05,349.35,662.95,638.05,368.45,3240.55,15127.25,427.8,3668.15,1593.25,1202.55,993.15,2950.55,141.9,921.55,580.0,352.85,533.7,830.35,2134.25,336.05,357.9,1400.4,1573.7,1437.15,1278.1,3625.8,139.2,346.5,142.95,864.25,320.3,825.9,2539.1,532.95,384.75,2781.8,375.9,3083.05,362.5,189.7,559.5,813.2,369.4
2015-01-16,330.85,843.45,514.8,2420.15,3937.8,1267.65,342.85,659.3,647.35,379.05,3285.8,15349.7,424.95,3636.5,1639.0,1194.55,1001.35,2897.7,138.55,941.05,572.15,353.85,566.35,831.85,2118.3,336.5,360.1,1395.35,1591.75,1428.05,1304.6,3616.6,140.4,347.1,147.35,869.7,315.45,849.75,2532.15,525.75,383.4,2816.95,387.2,3070.1,370.15,193.25,555.05,802.65,385.85
2015-01-19,328.35,831.9,528.95,2403.9,3901.75,1257.95,350.45,645.2,657.8,379.2,3323.9,15474.6,440.55,3652.5,1644.65,1181.7,1004.55,2841.3,140.25,892.55,559.55,360.8,571.95,829.15,2102.5,336.8,358.8,1389.45,1614.85,1463.5,1332.2,3626.25,141.75,347.5,147.85,879.65,313.15,863.0,2511.0,538.5,384.75,2800.25,394.5,3088.5,371.05,193.15,584.2,824.95,384.6
2015-01-20,330.5,839.2,551.4,2404.25,3904.75,1321.95,354.9,647.65,661.8,382.3,3306.2,15490.7,431.35,3691.55,1672.15,1251.55,1020.95,2828.65,144.7,895.45,565.05,367.75,597.1,840.45,2124.2,336.75,371.1,1395.7,1629.55,1475.7,1325.25,3605.55,142.85,350.3,147.4,903.05,318.15,872.3,2500.45,559.2,402.0,2801.8,393.6,3096.45,371.35,204.15,590.4,858.35,390.7
2015-01-21,329.35,851.3,547.25,2446.65,3817.4,1292.65,369.0,654.15,643.45,391.85,3335.85,15372.35,433.8,3783.25,1687.25,1287.2,1019.95,2875.15,143.2,941.95,567.3,368.45,588.65,842.55,2169.9,330.05,352.7,1388.15,1654.55,1484.8,1325.05,3634.7,143.5,346.05,146.9,906.75,326.2,885.95,2513.8,551.5,397.1,2796.5,406.95,3054.8,364.3,199.65,588.7,855.2,381.55
2015-01-22,329.4,867.15,564.75,2444.3,3840.65,1298.2,370.0,657.05,654.8,396.4,3361.25,15314.95,431.05,3809.4,1665.7,1279.65,1021.25,2838.85,143.45,944.65,559.4,369.8,586.2,846.25,2196.45,331.65,350.65,1387.65,1663.3,1503.45,1329.95,3597.25,140.2,352.9,148.35,883.75,324.65,920.05,2513.55,566.5,403.4,2758.1,399.75,3122.45,360.35,201.1,594.55,852.0,389.5
2015-01-23,346.9,862.1,565.15,2441.5,3870.15,1312.2,384.1,674.75,677.65,394.7,3349.6,15145.95,422.95,3793.05,1646.65,1290.1,1042.8,2862.8,144.8,965.3,577.6,370.7,585.85,857.35,2215.05,331.0,349.45,1385.3,1711.3,1489.45,1361.9,3606.7,141.9,348.8,149.55,886.9,327.45,926.8,2503.6,588.45,403.1,2780.75,398.85,3147.9,358.05,205.4,601.8,876.2,390.75
2015-01-27,345.15,890.5,592.1,2419.85,4169.55,1375.4,394.2,692.05,707.05,382.65,3212.4,16089.25,419.15,3850.0,1616.35,1315.85,1074.05,2857.75,142.5,941.95,572.6,383.5,620.25,863.25,2136.5,331.1,360.15,1388.35,1742.0,1524.25,1324.45,3687.9,143.15,350.25,149.95,889.05,330.05,914.0,2502.05,604.55,398.4,2816.65,400.65,3121.45,350.65,207.3,598.55,882.85,389.95
2015-01-28,339.25,910.25,590.6,2398.8,4322.6,1450.4,373.6,706.25,703.55,383.8,3239.05,16340.25,418.8,3894.7,1659.4,1344.6,1058.35,2865.1,140.15,933.85,597.2,384.05,619.95,868.75,2144.55,338.15,362.3,1351.15,1698.35,1515.5,1316.3,3725.8,142.85,353.9,149.45,906.85,334.6,909.75,2539.6,589.2,391.15,2873.35,433.25,3139.75,354.25,201.15,607.25,883.8,387.3
2015-01-29,344.15,881.3,599.5,2404.7,4128.4,1460.25,375.8,733.85,697.45,374.95,3363.3,16478.85,423.1,3931.9,1648.95,1315.55,1095.0,2876.5,142.4,941.6,636.6,380.3,593.55,876.05,2145.5,348.35,370.2,1331.4,1723.9,1554.55,1296.8,3688.8,141.85,351.9,148.8,929.4,327.0,919.8,2544.65,598.6,390.4,2904.4,441.8,3162.75,365.2,201.45,602.7,874.25,386.05
2015-01-30,341.05,857.75,588.1,2391.7,4050.55,1447.55,373.7,748.85,695.75,360.85,3233.25,16275.9,423.0,3884.05,1791.75,1262.5,1077.35,2865.5,139.7,932.55,657.95,360.7,588.7,870.2,2141.9,347.3,368.55,1322.2,1700.55,1585.3,1265.1,3647.35,143.65,351.35,148.0,915.25,308.95,917.75,2482.05,585.15,390.45,2868.5,430.6,3140.35,368.35,201.95,606.55,862.45,376.75
2015-02-02,335.9,808.1,617.3,2349.3,4160.1,1509.3,359.3,748.65,695.5,355.1,3139.1,16561.75,430.0,3808.3,1891.0,1269.3,1081.6,2833.2,145.25,908.0,628.8,351.85,595.05,874.55,2136.85,339.95,360.65,1352.35,1735.1,1554.7,1241.2,3669.45,142.05,349.85,147.85,908.05,307.5,929.1,2514.2,592.5,383.85,2895.05,433.2,3087.05,393.8,198.2,625.1,832.2,371.75
2015-02-03,327.8,814.7,586.6,2260.75,4172.3,1468.45,371.55,727.4,677.4,356.65,3087.15,16323.6,434.1,3887.95,1900.25,1230.15,1064.1,2812.4,146.45,910.85,599.5,346.6,603.45,861.35,2120.9,330.75,366.05,1306.3,1722.5,1546.35,1199.2,3607.85,144.0,359.45,147.2,937.6,300.3,941.25,2558.25,603.3,381.1,2919.15,432.3,3107.55,416.3,210.7,621.55,807.15,373.1
2015-02-04,321.25,803.85,558.6,2245.3,4107.2,1471.35,368.95,721.0,678.0,366.05,3096.9,15919.5,431.7,3897.15,1900.35,1232.45,1067.7,2829.5,152.4,899.9,602.25,344.65,597.9,863.3,2142.85,335.2,367.6,1291.5,1688.4,1579.65,1210.95,3557.55,142.8,368.55,146.25,928.8,293.05,958.95,2514.3,591.4,389.2,2852.25,430.05,3096.9,429.6,216.6,619.2,802.35,365.2
2015-02-05,312.2,810.85,565.9,2245.3,4130.5,1476.2,364.7,750.0,662.4,369.9,3072.05,15837.55,423.9,3887.5,1972.65,1246.45,1076.5,2847.3,148.05,909.05,605.3,335.6,584.45,865.4,2193.8,334.65,368.9,1287.9,1682.4,1578.3,1179.7,3522.7,140.15,356.65,143.65,923.7,290.8,959.55,2552.4,589.2,379.25,2867.75,417.8,3064.1,417.95,207.8,638.25,807.85,360.65
2015-02-06,300.2,797.65,563.15,2223.3,4042.5,1469.0,368.25,730.95,655.05,364.0,3044.3,15587.75,419.5,3805.0,1954.7,1280.55,1053.5,2776.3,147.3,905.75,583.6,329.35,586.45,845.3,2230.5,327.55,373.5,1266.9,1683.55,1567.7,1149.75,3502.6,140.0,351.0,143.45,909.9,290.3,926.85,2575.75,559.6,368.65,2860.35,416.7,3008.35,428.35,210.6,643.25,810.8,361.55
2015-02-09,300.15,803.65,553.6,2269.15,4007.0,1449.55,356.1,711.8,629.65,360.65,3099.1,15115.55,400.1,3708.5,1994.3,1271.95,1040.1,2728.8,146.55,900.15,574.75,320.05,574.7,825.15,2248.9,319.55,367.9,1266.25,1572.45,1546.15,1113.4,3411.3,138.8,356.35,141.45,896.7,279.5,941.45,2512.9,542.65,347.45,2820.45,412.25,2962.75,413.6,200.8,647.8,796.55,351.8
2015-02-10,317.85,822.2,554.1,2267.95,4003.8,1436.5,356.15,698.3,640.15,368.15,3130.5,15133.15,410.0,3813.3,1933.35,1246.15,1054.45,2720.15,149.2,887.75,583.25,331.05,580.5,840.8,2278.3,310.95,369.9,1285.75,1571.7,1562.95,1140.2,3393.85,137.15,354.65,145.1,882.0,287.3,919.55,2441.15,564.1,357.75,2762.5,425.2,2966.2,424.65,206.35,642.6,817.8,350.0
2015-02-11,326.1,840.75,569.25,2280.6,4112.35,1410.3,356.1,712.9,636.45,372.1,3152.4,16141.3,409.75,3844.15,1955.7,1245.8,1058.4,2753.35,149.85,900.3,598.2,334.7,585.25,855.5,2284.85,318.05,371.15,1298.7,1612.7,1590.5,1133.4,3454.75,140.15,344.95,145.75,900.7,285.95,925.85,2459.9,558.9,365.0,2841.75,426.25,3008.0,435.65,208.25,638.4,826.55,345.5
2015-02-12,336.6,823.75,578.75,2262.45,4126.25,1499.05,352.7,705.85,660.65,368.75,3331.2,16417.95,422.65,3827.25,1984.4,1253.25,1076.0,2807.55,152.8,887.8,597.45,339.15,591.45,869.95,2311.2,315.4,370.4,1296.6,1650.05,1617.7,1134.45,3551.9,142.1,346.45,150.25,909.15,284.3,923.6,2462.15,561.8,365.3,2909.3,425.75,3035.1,442.15,212.65,646.8,839.1,361.2
2015-02-13,335.35,826.75,581.1,2260.8,4184.4,1510.85,355.0,724.9,667.25,377.85,3343.95,16267.4,404.2,3859.95,1992.95,1268.65,1065.8,2852.9,153.55,892.8,626.0,343.85,610.75,875.35,2296.1,310.25,378.05,1309.5,1662.15,1679.45,1192.55,3616.95,143.25,339.55,151.5,917.5,306.95,940.55,2538.75,565.55,366.55,2886.55,426.7,3112.5,429.6,212.2,660.7,835.05,363.9
2015-02-16,331.25,834.15,570.3,2261.85,4306.25,1483.5,361.35,725.85,671.55,377.05,3351.25,16051.1,406.0,3855.25,1984.85,1288.0,1067.55,2805.0,150.95,907.0,597.1,338.05,616.05,862.9,2278.75,317.95,389.6,1292.45,1648.45,1662.25,1210.45,3572.1,144.0,340.45,152.75,902.8,306.7,914.75,2584.8,574.15,369.8,2899.55,417.5,3078.8,426.45,211.55,661.5,815.65,360.3
2015-02-18,333.8,821.05,569.5,2240.3,4319.0,1484.1,352.0,729.65,677.65,380.35,3354.25,16947.3,412.0,3867.4,2033.15,1328.6,1074.8,2663.75,151.65,912.9,589.6,342.4,635.15,864.85,2296.5,332.15,393.25,1307.8,1663.35,1681.85,1228.2,3564.95,146.05,332.6,154.75,901.65,305.7,917.8,2635.65,584.3,367.5,2892.25,429.75,3110.0,417.85,205.2,669.0,819.65,356.2
2015-02-19,333.85,834.1,565.25,2212.55,4309.45,1467.25,356.7,742.2,682.45,383.95,3382.9,16640.4,408.7,3786.15,2048.15,1353.45,1079.8,2664.95,156.25,908.15,594.9,338.55,629.8,857.5,2324.7,343.2,389.25,1307.25,1698.55,1686.5,1249.9,3595.15,146.65,333.45,154.3,902.05,302.35,916.7,2681.05,576.55,375.25,2830.15,432.75,3062.3,427.95,219.05,659.5,813.35,353.4
2015-02-20,329.0,825.7,561.5,2206.8,4191.2,1471.35,349.35,741.8,675.95,382.75,3403.9,16362.1,409.0,3760.7,2000.75,1333.15,1073.05,2658.9,156.55,900.25,601.5,330.95,618.75,876.8,2283.1,333.05,396.05,1298.25,1677.6,1691.35,1252.0,3547.35,145.65,330.7,153.25,873.1,302.3,913.2,2675.55,579.9,374.7,2810.2,435.35,3014.1,421.05,217.3,650.0,825.05,358.8
2015-02-23,323.4,809.6,549.05,2181.15,4162.55,1435.65,347.3,739.65,669.15,384.2,3389.8,15981.9,400.2,3695.7,1971.0,1311.25,1067.5,2647.9,154.85,886.15,595.65,329.0,621.5,867.55,2265.6,337.9,390.25,1316.85,1687.0,1648.9,1261.25,3545.9,146.05,324.85,155.9,851.45,296.55,908.65,2696.65,574.2,367.35,2778.75,419.75,2978.1,417.15,219.55,649.75,811.0,344.6
2015-02-24,334.05,799.55,551.8,2191.45,4120.35,1429.85,342.05,757.3,677.3,384.2,3359.75,15842.25,404.0,3681.8,1976.05,1310.4,1067.65,2651.4,153.65,913.7,607.4,326.05,632.95,864.15,2272.8,328.8,395.7,1350.3,1721.1,1661.8,1258.7,3588.3,146.6,315.05,156.75,841.45,296.25,910.45,2704.75,564.4,359.1,2791.3,422.45,2988.6,414.1,211.35,653.0,800.35,353.0
2015-02-25,328.2,813.85,553.0,2179.95,4081.5,1431.25,348.6,751.85,676.35,386.6,3279.35,15596.4,405.75,3668.3,1983.2,1340.55,1052.45,2624.55,153.65,901.9,614.25,322.5,630.75,858.55,2317.6,327.2,399.7,1342.55,1697.9,1664.3,1267.1,3579.9,146.05,317.15,154.55,843.15,295.55,890.75,2672.2,568.2,350.9,2762.55,422.25,3042.85,411.25,210.75,663.8,794.85,348.55
2015-02-26,327.3,791.9,552.3,2134.85,4096.85,1399.65,349.35,745.8,659.45,384.35,3252.2,15205.35,410.95,3597.9,1975.45,1345.7,1038.15,2622.25,149.75,886.4,594.85,321.3,630.55,845.3,2258.1,327.65,395.65,1333.35,1678.05,1697.55,1249.6,3496.85,153.35,319.35,152.75,842.0,289.4,865.7,2656.45,560.65,345.2,2748.1,423.6,2977.45,407.35,208.25,657.9,783.6,343.1
2015-02-27,346.25,807.15,567.15,2150.5,4107.1,1422.15,355.2,744.25,669.85,395.25,3278.05,15806.4,406.7,3745.25,2022.0,1347.4,1054.0,2672.6,155.15,887.15,605.85,335.25,633.6,864.5,2265.75,333.65,393.7,1337.75,1758.95,1737.5,1280.5,3604.4,158.45,324.75,157.1,855.55,299.9,878.9,2662.35,575.15,350.65,2835.75,435.35,3125.8,419.8,217.2,654.3,820.8,348.95
2015-02-28,330.75,818.6,612.6,2153.45,4384.95,1407.4,356.25,746.2,682.05,393.95,3349.05,16255.55,413.25,3753.45,2020.7,1335.15,1071.2,2684.65,152.85,910.1,620.55,346.15,623.15,916.55,2296.45,332.3,361.35,1397.05,1768.1,1746.95,1291.95,3620.85,155.9,324.95,156.85,865.15,301.65,911.0,2675.25,593.35,355.25,2863.3,421.4,3135.75,415.8,217.6,659.2,861.95,346.45
2015-03-02,330.35,825.6,647.55,2074.25,4371.35,1451.4,349.05,779.5,716.95,394.75,3386.65,16426.05,408.9,3987.3,2024.85,1339.95,1082.55,2624.55,156.55,935.65,654.45,349.05,628.15,944.5,2291.7,350.7,343.25,1404.7,1846.1,1796.95,1278.15,3711.45,159.5,320.05,156.7,864.25,302.0,925.2,2669.4,585.0,352.55,2860.05,412.5,3369.8,422.85,218.2,664.5,882.5,342.75
2015-03-03,336.55,838.3,631.4,2117.5,4329.9,1485.05,349.25,780.8,731.9,379.65,3407.9,15907.95,408.95,3997.8,2031.2,1368.05,1083.35,2636.5,158.7,929.7,656.1,348.65,631.85,938.6,2297.85,356.4,341.55,1408.7,1851.65,1802.35,1231.65,3708.65,158.7,320.5,155.55,900.8,302.6,943.05,2776.0,574.1,353.15,2908.5,415.9,3360.85,418.55,222.05,672.45,878.65,347.95
2015-03-04,332.0,836.8,612.75,2122.1,4312.95,1470.2,351.25,770.5,727.05,371.55,3390.45,16047.95,405.05,3882.8,2036.0,1367.7,1065.3,2622.25,153.1,916.1,637.75,349.35,636.8,908.2,2274.65,341.1,344.25,1410.25,1837.9,1787.25,1211.1,3678.4,157.5,320.55,154.45,887.85,293.85,1006.3,2746.0,574.1,348.15,2879.5,411.4,3310.3,415.25,212.4,659.5,856.65,341.95
2015-03-05,333.05,833.9,616.8,2118.65,4341.85,1529.1,347.9,776.35,739.5,363.95,3441.5,16001.1,402.9,3784.7,2065.0,1394.8,1085.1,2609.45,148.1,939.7,643.05,347.75,632.75,913.2,2247.6,348.7,346.25,1412.25,1826.05,1838.15,1228.65,3678.75,158.15,319.95,155.15,884.95,293.8,1038.75,2696.45,570.7,343.25,2878.15,405.75,3189.55,421.7,210.15,667.8,856.7,342.0
2015-03-09,325.0,812.65,591.6,2109.85,4214.9,1470.7,343.45,764.0,734.2,357.3,3467.55,15699.8,385.85,3710.45,2065.7,1368.35,1059.0,2599.25,140.8,976.0,633.25,332.8,602.05,895.2,2190.05,349.95,338.35,1364.6,1762.3,1869.5,1206.8,3671.3,151.8,316.0,150.25,869.65,290.65,1041.0,2646.8,565.1,336.3,2811.35,399.7,3066.15,436.5,199.1,660.1,824.15,336.7
2015-03-10,317.55,807.95,585.45,2129.25,4182.5,1457.1,367.95,764.2,729.45,370.7,3437.3,15947.8,383.55,3698.85,2044.15,1312.4,1052.55,2617.7,138.05,957.15,636.05,333.65,593.35,896.75,2198.0,346.05,338.55,1347.8,1752.45,1898.4,1228.25,3646.75,149.95,314.4,148.5,859.15,287.6,1024.65,2642.7,560.2,331.6,2839.8,405.4,3017.2,433.9,197.6,654.3,827.6,341.9
2015-03-11,307.8,809.0,583.85,2098.3,4132.7,1458.35,389.55,750.85,717.7,369.3,3468.0,16053.85,389.25,3701.0,2059.05,1322.75,1056.45,2612.7,130.35,968.9,619.25,332.65,568.45,890.2,2182.2,341.05,338.2,1375.9,1739.7,1872.0,1260.3,3656.45,153.75,309.5,147.9,855.95,285.15,1009.85,2606.55,550.9,325.3,2921.65,399.85,2987.1,425.55,192.7,654.75,822.9,348.7
2015-03-12,310.25,808.1,584.1,2072.75,4139.5,1479.6,397.8,749.5,720.2,364.7,3432.8,16303.85,393.85,3741.15,2052.7,1332.85,1054.6,2642.35,134.9,960.55,624.15,338.2,563.55,891.8,2218.3,345.8,346.65,1370.0,1747.4,1883.35,1241.15,3685.2,159.7,312.2,149.65,863.8,286.85,1036.15,2619.05,563.9,333.2,2857.0,404.6,3009.35,428.85,200.6,655.3,823.2,352.95
2015-03-13,306.25,808.4,570.0,2023.1,4107.6,1500.95,400.25,731.4,703.85,365.1,3376.55,15912.75,387.25,3669.5,2012.6,1328.05,1042.65,2610.0,131.7,941.7,622.9,330.2,565.5,875.2,2220.4,339.05,339.4,1341.25,1692.15,1877.35,1227.75,3650.7,159.45,313.9,146.6,850.1,280.75,1011.6,2582.35,558.35,326.5,2818.4,398.75,2946.9,413.2,195.9,639.25,803.35,344.2
2015-03-16,313.3,831.85,568.6,2025.5,4005.1,1452.15,388.4,736.65,693.65,364.4,3313.0,15820.35,381.55,3692.35,2057.0,1305.7,1051.55,2631.25,126.8,931.75,627.5,331.45,570.8,877.25,2266.65,341.45,335.4,1314.95,1679.8,1864.55,1219.75,3647.05,155.85,312.0,146.75,842.1,281.65,1029.85,2562.3,556.9,326.2,2827.95,397.6,2913.4,408.35,185.5,646.25,813.85,353.75
2015-03-17,319.55,831.4,580.1,2047.2,4033.9,1469.7,386.55,750.65,710.55,361.8,3437.45,15942.75,379.55,3705.25,2039.1,1339.45,1058.05,2651.45,134.25,931.8,633.2,334.85,563.8,903.15,2240.5,347.05,340.0,1339.65,1715.65,1876.65,1232.25,3661.55,157.85,314.2,147.65,856.85,283.1,1041.9,2583.7,571.55,332.55,2862.9,404.45,2928.4,417.55,192.9,643.4,833.2,355.2
2015-03-18,316.65,814.2,581.25,2031.25,4048.05,1434.75,382.25,772.45,711.95,364.55,3427.05,16044.2,381.75,3669.3,2006.55,1322.05,1063.55,2675.35,133.15,922.1,653.45,334.8,563.9,903.2,2229.5,349.7,336.65,1342.9,1699.05,1873.4,1215.5,3664.9,152.65,309.2,146.65,868.65,287.3,1044.5,2559.35,560.2,331.75,2800.5,401.8,2935.7,422.45,193.95,631.4,855.7,366.3
2015-03-19,312.9,834.8,563.55,2025.35,4035.5,1409.75,381.95,753.4,710.35,365.35,3424.7,16111.6,389.9,3612.0,979.65,1327.7,1052.2,2662.8,132.3,922.65,645.5,330.2,554.85,881.15,2230.45,350.4,333.35,1325.7,1682.4,1921.65,1207.4,3655.0,154.75,311.9,146.1,856.15,281.6,1047.75,2596.25,553.8,336.6,687.15,404.8,2893.0,428.3,191.5,635.05,834.0,360.85
2015-03-20,308.15,809.95,556.25,2017.85,4020.5,1379.8,380.25,727.05,699.8,368.25,3426.6,16017.5,377.55,3615.45,979.9,1338.45,1055.9,2609.95,132.05,895.75,628.05,318.6,554.35,886.35,2257.45,344.1,327.45,1339.7,1670.35,1906.3,1165.3,3623.85,145.5,311.35,148.2,854.1,278.25,1026.65,2610.95,547.6,328.7,678.3,392.7,2855.05,417.3,187.85,652.65,832.05,353.55
2015-03-23,303.85,811.6,555.2,2031.75,3993.0,1335.3,383.25,715.4,701.3,369.0,3458.65,15865.95,383.7,3629.75,968.4,1345.7,1047.75,2637.1,135.9,902.4,623.3,313.8,557.25,888.35,2233.45,341.95,327.4,1335.85,1672.85,1921.5,1185.5,3594.4,150.15,314.4,149.2,841.95,274.75,1024.25,2617.15,551.45,331.4,656.8,390.85,2829.0,419.8,190.95,645.1,829.2,350.35
2015-03-24,307.1,813.3,558.05,2028.0,3968.05,1341.35,393.85,740.8,710.25,370.05,3511.45,15501.1,390.0,3593.4,970.35,1358.85,1037.95,2605.1,132.85,887.2,632.6,311.9,561.8,884.85,2211.45,347.25,326.55,1340.75,1672.15,2007.9,1192.05,3587.3,152.7,313.4,147.95,847.95,270.55,1037.15,2591.3,532.25,327.15,659.65,387.25,2801.5,414.45,193.85,652.25,822.65,354.05
2015-03-25,314.75,808.5,562.2,2016.85,3948.2,1374.85,395.0,748.7,711.45,361.8,3510.6,15572.8,380.2,3570.4,1007.15,1354.55,1034.25,2595.75,132.9,886.4,629.15,316.9,559.6,871.05,2219.1,351.85,326.75,1326.55,1632.75,2008.9,1210.35,3614.75,147.35,309.65,146.5,844.9,265.4,1052.05,2573.75,541.85,323.15,656.35,390.45,2766.0,419.95,196.8,661.1,806.5,349.05
2015-03-26,304.2,793.1,544.3,2004.3,3956.55,1379.2,399.65,762.3,700.95,352.3,3445.7,15538.2,381.2,3549.15,987.4,1283.7,1006.95,2603.75,129.55,865.9,615.35,307.95,544.2,860.35,2146.35,349.55,322.4,1305.4,1634.45,1972.95,1201.1,3561.45,144.0,301.6,145.1,829.3,256.65,1027.7,2513.1,524.25,315.6,651.15,389.75,2795.8,426.85,188.3,631.9,806.35,339.3
2015-03-27,305.0,778.15,546.4,2016.9,3961.65,1356.35,376.5,749.6,694.0,348.0,3415.4,15490.75,379.25,3568.95,962.85,1262.7,1014.65,2576.15,133.95,851.3,619.6,314.55,541.95,880.75,2202.15,346.5,317.5,1299.15,1677.75,1954.8,1188.5,3610.05,145.6,304.95,144.75,811.7,263.6,1011.2,2514.8,535.35,315.1,645.9,392.85,2801.85,435.25,188.4,612.15,816.0,337.5
